date,media,folder,group,title,topics,url,featured,featured_rank,naver_search
2025-03-04,전자신문,AI,media-ai,AI vs. 월스트리트: 주식시장의 게임 체인저 인공지능,AI; 월스트리트; 퀀트,https://www.etnews.com/20250304000237,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20AI%20vs.%20%EC%9B%94%EC%8A%A4%ED%8A%B8%EB%A6%AC%ED%8A%B8%3A%20%EC%A3%BC%EC%8B%9D%EC%8B%9C%EC%9E%A5%EC%9D%98%20%EA%B2%8C%EC%9E%84%20%EC%B2%B4%EC%9D%B8%EC%A0%80%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5
2025-02-24,전자신문,Security,media-security,"세계 2위 바이빗 해킹 사태, 중국계 거래소 협력으로 유출된 교훈",바이빗; 해킹; 거래소,https://www.etnews.com/20250224000052,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%84%B8%EA%B3%84%202%EC%9C%84%20%EB%B0%94%EC%9D%B4%EB%B9%97%20%ED%95%B4%ED%82%B9%20%EC%82%AC%ED%83%9C%2C%20%EC%A4%91%EA%B5%AD%EA%B3%84%20%EA%B1%B0%EB%9E%98%EC%86%8C%20%ED%98%91%EB%A0%A5%EC%9C%BC%EB%A1%9C%20%EC%9C%A0%EC%B6%9C%EB%90%9C%20%EA%B5%90%ED%9B%88
2025-02-21,전자신문,Blockchain-P2E,media-blockchain,'홍콩 블록체인위크 2025' 회고: AI와 블록체인의 융합,홍콩; 블록체인; AI,https://www.etnews.com/20250221000150,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20'%ED%99%8D%EC%BD%A9%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9C%84%ED%81%AC%202025'%20%ED%9A%8C%EA%B3%A0%3A%20AI%EC%99%80%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9D%98%20%EC%9C%B5%ED%95%A9
2025-02-18,전자신문,Society-Culture,media-society,배우 김새론의 비극을 계기로 본 디지털 사회를 위한 제안,디지털사회; 플랫폼책임,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B0%B0%EC%9A%B0%20%EA%B9%80%EC%83%88%EB%A1%A0%EC%9D%98%20%EB%B9%84%EA%B7%B9%EC%9D%84%20%EA%B3%84%EA%B8%B0%EB%A1%9C%20%EB%B3%B8%20%EB%94%94%EC%A7%80%ED%84%B8%20%EC%82%AC%ED%9A%8C%EB%A5%BC%20%EC%9C%84%ED%95%9C%20%EC%A0%9C%EC%95%88
2025-02-10,전자신문,AI,media-ai,중국 AI의 경이로운 성장: '딥시크 쇼크'가 보여준 4가지,딥시크; 중국AI,https://www.etnews.com/20250210000116,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%A4%91%EA%B5%AD%20AI%EC%9D%98%20%EA%B2%BD%EC%9D%B4%EB%A1%9C%EC%9A%B4%20%EC%84%B1%EC%9E%A5%3A%20'%EB%94%A5%EC%8B%9C%ED%81%AC%20%EC%87%BC%ED%81%AC'%EA%B0%80%20%EB%B3%B4%EC%97%AC%EC%A4%80%204%EA%B0%80%EC%A7%80
2025-02-07,전자신문,AI,media-ai,인공지능은 어떻게 인간의 거짓말을 예지하고 판단할 수 있는가,AI; 탐지; 신뢰,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EC%9D%80%20%EC%96%B4%EB%96%BB%EA%B2%8C%20%EC%9D%B8%EA%B0%84%EC%9D%98%20%EA%B1%B0%EC%A7%93%EB%A7%90%EC%9D%84%20%EC%98%88%EC%A7%80%ED%95%98%EA%B3%A0%20%ED%8C%90%EB%8B%A8%ED%95%A0%20%EC%88%98%20%EC%9E%88%EB%8A%94%EA%B0%80
2025-02-06,전자신문,AI,media-ai,버티컬 AI의 시대: 팔란티어 100달러 돌파가 말해주는 투자 시사점,버티컬AI; 팔란티어,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B2%84%ED%8B%B0%EC%BB%AC%20AI%EC%9D%98%20%EC%8B%9C%EB%8C%80%3A%20%ED%8C%94%EB%9E%80%ED%8B%B0%EC%96%B4%20100%EB%8B%AC%EB%9F%AC%20%EB%8F%8C%ED%8C%8C%EA%B0%80%20%EB%A7%90%ED%95%B4%EC%A3%BC%EB%8A%94%20%ED%88%AC%EC%9E%90%20%EC%8B%9C%EC%82%AC%EC%A0%90
2025-02-05,전자신문,Macro-Policy,media-macro,"트럼프의 중국 추가 관세 발표, 세 가지 관점으로 본 향후",트럼프; 관세; 중국,https://www.etnews.com/20250205000081,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%ED%8A%B8%EB%9F%BC%ED%94%84%EC%9D%98%20%EC%A4%91%EA%B5%AD%20%EC%B6%94%EA%B0%80%20%EA%B4%80%EC%84%B8%20%EB%B0%9C%ED%91%9C%2C%20%EC%84%B8%20%EA%B0%80%EC%A7%80%20%EA%B4%80%EC%A0%90%EC%9C%BC%EB%A1%9C%20%EB%B3%B8%20%ED%96%A5%ED%9B%84
2025-02-04,전자신문,Macro-Policy,media-macro,트럼프 관세 유예의 이면: 보호무역 강화와 글로벌 경제,관세; 보호무역,https://www.etnews.com/20250204000117,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%ED%8A%B8%EB%9F%BC%ED%94%84%20%EA%B4%80%EC%84%B8%20%EC%9C%A0%EC%98%88%EC%9D%98%20%EC%9D%B4%EB%A9%B4%3A%20%EB%B3%B4%ED%98%B8%EB%AC%B4%EC%97%AD%20%EA%B0%95%ED%99%94%EC%99%80%20%EA%B8%80%EB%A1%9C%EB%B2%8C%20%EA%B2%BD%EC%A0%9C
2025-02-03,전자신문,Macro-Policy,media-macro,"미·중 관세 전쟁 재점화, 여파는?",미중; 관세,https://www.etnews.com/20250203000062,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%AF%B8%C2%B7%EC%A4%91%20%EA%B4%80%EC%84%B8%20%EC%A0%84%EC%9F%81%20%EC%9E%AC%EC%A0%90%ED%99%94%2C%20%EC%97%AC%ED%8C%8C%EB%8A%94%3F
2025-01-31,전자신문,AI,media-ai,중국 AI 딥시크 쇼크: 미국 빅테크의 단기 고난과 중기 회복,딥시크; 빅테크,https://www.etnews.com/20250131000029,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%A4%91%EA%B5%AD%20AI%20%EB%94%A5%EC%8B%9C%ED%81%AC%20%EC%87%BC%ED%81%AC%3A%20%EB%AF%B8%EA%B5%AD%20%EB%B9%85%ED%85%8C%ED%81%AC%EC%9D%98%20%EB%8B%A8%EA%B8%B0%20%EA%B3%A0%EB%82%9C%EA%B3%BC%20%EC%A4%91%EA%B8%B0%20%ED%9A%8C%EB%B3%B5
2025-01-23,전자신문,Society-Culture,media-society,ChatGPT로 예지하는 한국 영화의 미래,ChatGPT; 영화; AI,https://www.etnews.com/20250123000310,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20ChatGPT%EB%A1%9C%20%EC%98%88%EC%A7%80%ED%95%98%EB%8A%94%20%ED%95%9C%EA%B5%AD%20%EC%98%81%ED%99%94%EC%9D%98%20%EB%AF%B8%EB%9E%98
2025-01-20,전자신문,Crypto-Stablecoin,media-crypto,트럼프 시대 블록체인 정책과 코인 시장 전망,트럼프; 블록체인; 정책,https://www.etnews.com/20250120000147,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%ED%8A%B8%EB%9F%BC%ED%94%84%20%EC%8B%9C%EB%8C%80%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%20%EC%A0%95%EC%B1%85%EA%B3%BC%20%EC%BD%94%EC%9D%B8%20%EC%8B%9C%EC%9E%A5%20%EC%A0%84%EB%A7%9D
2025-01-14,전자신문,Security,media-security,영화 '이미테이션 게임'과 현대의 정보전: 보안이란 무엇인가,정보전; 보안,https://www.etnews.com/20250114000126,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%98%81%ED%99%94%20'%EC%9D%B4%EB%AF%B8%ED%85%8C%EC%9D%B4%EC%85%98%20%EA%B2%8C%EC%9E%84'%EA%B3%BC%20%ED%98%84%EB%8C%80%EC%9D%98%20%EC%A0%95%EB%B3%B4%EC%A0%84%3A%20%EB%B3%B4%EC%95%88%EC%9D%B4%EB%9E%80%20%EB%AC%B4%EC%97%87%EC%9D%B8%EA%B0%80
2025-01-06,전자신문,Security,media-security,"신년, 보안을 지키는 새로운 시작",보안; 신년,https://www.etnews.com/20250106000347,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%8B%A0%EB%85%84%2C%20%EB%B3%B4%EC%95%88%EC%9D%84%20%EC%A7%80%ED%82%A4%EB%8A%94%20%EC%83%88%EB%A1%9C%EC%9A%B4%20%EC%8B%9C%EC%9E%91
2025-01-02,전자신문,Macro-Policy,media-macro,권한대행의 선택과 내쉬 평형: 게임 이론으로 본 쌍특검,게임이론; 정치,https://www.etnews.com/20250102000051,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B6%8C%ED%95%9C%EB%8C%80%ED%96%89%EC%9D%98%20%EC%84%A0%ED%83%9D%EA%B3%BC%20%EB%82%B4%EC%89%AC%20%ED%8F%89%ED%98%95%3A%20%EA%B2%8C%EC%9E%84%20%EC%9D%B4%EB%A1%A0%EC%9C%BC%EB%A1%9C%20%EB%B3%B8%20%EC%8C%8D%ED%8A%B9%EA%B2%80
2024-12-23,전자신문,Security,media-security,"스타트업 보안, 선택이 아닌 필수",스타트업; 보안,https://www.etnews.com/20241223000054,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%8A%A4%ED%83%80%ED%8A%B8%EC%97%85%20%EB%B3%B4%EC%95%88%2C%20%EC%84%A0%ED%83%9D%EC%9D%B4%20%EC%95%84%EB%8B%8C%20%ED%95%84%EC%88%98
2024-12-16,전자신문,Society-Culture,media-society,유튜브 추천 알고리즘의 비극,유튜브; 알고리즘,https://www.etnews.com/20241216000220,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9C%A0%ED%8A%9C%EB%B8%8C%20%EC%B6%94%EC%B2%9C%20%EC%95%8C%EA%B3%A0%EB%A6%AC%EC%A6%98%EC%9D%98%20%EB%B9%84%EA%B7%B9
2024-12-09,전자신문,Security,media-security,텔레그램은 공직자가 삭제하더라도 알고 있다,텔레그램; 프라이버시,https://www.etnews.com/20241209000117,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%ED%85%94%EB%A0%88%EA%B7%B8%EB%9E%A8%EC%9D%80%20%EA%B3%B5%EC%A7%81%EC%9E%90%EA%B0%80%20%EC%82%AD%EC%A0%9C%ED%95%98%EB%8D%94%EB%9D%BC%EB%8F%84%20%EC%95%8C%EA%B3%A0%20%EC%9E%88%EB%8B%A4
2024-12-04,전자신문,Blockchain-P2E,media-blockchain,계엄령과 블록체인이 남긴 교훈,블록체인; 민주주의,https://www.etnews.com/20241204000233,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B3%84%EC%97%84%EB%A0%B9%EA%B3%BC%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9D%B4%20%EB%82%A8%EA%B8%B4%20%EA%B5%90%ED%9B%88
2024-12-02,전자신문,AI,media-ai,인공지능 헬스케어-초고령 사회의 돌파구,헬스케어; AI; 고령화,https://www.etnews.com/20241202000169,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%20%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4-%EC%B4%88%EA%B3%A0%EB%A0%B9%20%EC%82%AC%ED%9A%8C%EC%9D%98%20%EB%8F%8C%ED%8C%8C%EA%B5%AC
2024-11-25,전자신문,Crypto-Stablecoin,media-crypto,트럼프 행정부의 가상화폐 정책 전망,트럼프; 가상자산,https://www.etnews.com/20241125000033,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%ED%8A%B8%EB%9F%BC%ED%94%84%20%ED%96%89%EC%A0%95%EB%B6%80%EC%9D%98%20%EA%B0%80%EC%83%81%ED%99%94%ED%8F%90%20%EC%A0%95%EC%B1%85%20%EC%A0%84%EB%A7%9D
2024-11-22,전자신문,Security,media-security,가상자산 거래소 사칭 스미싱 메일 주의,스미싱; 거래소,https://www.etnews.com/20241122000196,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B0%80%EC%83%81%EC%9E%90%EC%82%B0%20%EA%B1%B0%EB%9E%98%EC%86%8C%20%EC%82%AC%EC%B9%AD%20%EC%8A%A4%EB%AF%B8%EC%8B%B1%20%EB%A9%94%EC%9D%BC%20%EC%A3%BC%EC%9D%98
2024-11-11,전자신문,Macro-Policy,media-macro,트럼프 시대 인공지능과 블록체인 정책,트럼프; AI; 블록체인,https://www.etnews.com/20241111000322,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%ED%8A%B8%EB%9F%BC%ED%94%84%20%EC%8B%9C%EB%8C%80%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EA%B3%BC%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%20%EC%A0%95%EC%B1%85
2024-11-04,전자신문,AI,media-ai,인공지능이 만드는 농업의 미래,농업; AI,https://www.etnews.com/20241104000264,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EC%9D%B4%20%EB%A7%8C%EB%93%9C%EB%8A%94%20%EB%86%8D%EC%97%85%EC%9D%98%20%EB%AF%B8%EB%9E%98
2024-10-28,전자신문,AI,media-ai,미국의 인공지능 전략과 국가 안보,AI; 안보; 미국,https://www.etnews.com/20241028000140,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%AF%B8%EA%B5%AD%EC%9D%98%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%20%EC%A0%84%EB%9E%B5%EA%B3%BC%20%EA%B5%AD%EA%B0%80%20%EC%95%88%EB%B3%B4
2024-10-21,전자신문,AI,media-ai,인공지능과 로봇이 바꾸는 전쟁의 미래: 기회와 위험,로봇; 전쟁; AI,https://www.etnews.com/20241021000031,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EA%B3%BC%20%EB%A1%9C%EB%B4%87%EC%9D%B4%20%EB%B0%94%EA%BE%B8%EB%8A%94%20%EC%A0%84%EC%9F%81%EC%9D%98%20%EB%AF%B8%EB%9E%98%3A%20%EA%B8%B0%ED%9A%8C%EC%99%80%20%EC%9C%84%ED%97%98
2024-10-14,전자신문,AI,media-ai,중도 탈락하는 CTO vs 실패하는 CTO,CTO; 스타트업,https://www.etnews.com/20241014000336,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%A4%91%EB%8F%84%20%ED%83%88%EB%9D%BD%ED%95%98%EB%8A%94%20CTO%20vs%20%EC%8B%A4%ED%8C%A8%ED%95%98%EB%8A%94%20CTO
2024-10-07,전자신문,AI,media-ai,"BCI 기술의 미래: 감각과 질병 예방의 혁명, 그러나 인간성",BCI; 뇌컴퓨터,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20BCI%20%EA%B8%B0%EC%88%A0%EC%9D%98%20%EB%AF%B8%EB%9E%98%3A%20%EA%B0%90%EA%B0%81%EA%B3%BC%20%EC%A7%88%EB%B3%91%20%EC%98%88%EB%B0%A9%EC%9D%98%20%ED%98%81%EB%AA%85%2C%20%EA%B7%B8%EB%9F%AC%EB%82%98%20%EC%9D%B8%EA%B0%84%EC%84%B1
2024-09-30,전자신문,Security,media-security,미국의 새로운 패스워드 관리 규칙과 그 필요성,패스워드; 보안,https://www.etnews.com/20240930000099,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%AF%B8%EA%B5%AD%EC%9D%98%20%EC%83%88%EB%A1%9C%EC%9A%B4%20%ED%8C%A8%EC%8A%A4%EC%9B%8C%EB%93%9C%20%EA%B4%80%EB%A6%AC%20%EA%B7%9C%EC%B9%99%EA%B3%BC%20%EA%B7%B8%20%ED%95%84%EC%9A%94%EC%84%B1
2024-09-23,전자신문,Society-Culture,media-society,미술 아트테크: 갤러리K 사례와 투자 위험성,아트테크; 미술투자,https://www.etnews.com/20240923000070,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%AF%B8%EC%88%A0%20%EC%95%84%ED%8A%B8%ED%85%8C%ED%81%AC%3A%20%EA%B0%A4%EB%9F%AC%EB%A6%ACK%20%EC%82%AC%EB%A1%80%EC%99%80%20%ED%88%AC%EC%9E%90%20%EC%9C%84%ED%97%98%EC%84%B1
2024-09-20,전자신문,AI,media-ai,"인공지능과 인간 노동의 대체, 그리고 기본 소득의 필요성",기본소득; 노동; AI,https://www.etnews.com/20240920000032,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EA%B3%BC%20%EC%9D%B8%EA%B0%84%20%EB%85%B8%EB%8F%99%EC%9D%98%20%EB%8C%80%EC%B2%B4%2C%20%EA%B7%B8%EB%A6%AC%EA%B3%A0%20%EA%B8%B0%EB%B3%B8%20%EC%86%8C%EB%93%9D%EC%9D%98%20%ED%95%84%EC%9A%94%EC%84%B1
2024-09-10,전자신문,AI,media-ai,여성 개발자가 인공지능 개발에 필요한 이유,다양성; AI; 개발자,https://www.etnews.com/20240910000119,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%97%AC%EC%84%B1%20%EA%B0%9C%EB%B0%9C%EC%9E%90%EA%B0%80%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%20%EA%B0%9C%EB%B0%9C%EC%97%90%20%ED%95%84%EC%9A%94%ED%95%9C%20%EC%9D%B4%EC%9C%A0
2024-09-02,전자신문,Security,media-security,북한은 왜 가상화폐 해킹에 몰두하는가?,북한; 가상화폐; 해킹,https://www.etnews.com/20240902000136,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B6%81%ED%95%9C%EC%9D%80%20%EC%99%9C%20%EA%B0%80%EC%83%81%ED%99%94%ED%8F%90%20%ED%95%B4%ED%82%B9%EC%97%90%20%EB%AA%B0%EB%91%90%ED%95%98%EB%8A%94%EA%B0%80%3F
2024-08-19,전자신문,Society-Culture,media-society,"인공지능의 그림자: '에일리언: 로물루스, 커버넌트'가 주는 경고",영화; AI윤리,https://www.etnews.com/20240819000067,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EC%9D%98%20%EA%B7%B8%EB%A6%BC%EC%9E%90%3A%20'%EC%97%90%EC%9D%BC%EB%A6%AC%EC%96%B8%3A%20%EB%A1%9C%EB%AC%BC%EB%A3%A8%EC%8A%A4%2C%20%EC%BB%A4%EB%B2%84%EB%84%8C%ED%8A%B8'%EA%B0%80%20%EC%A3%BC%EB%8A%94%20%EA%B2%BD%EA%B3%A0
2024-08-02,전자신문,Blockchain-P2E,media-blockchain,"티몬, 위메프 사태를 보는 블록체인의 투명성",이커머스; 블록체인; 투명성,https://www.etnews.com/20240802000048,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%ED%8B%B0%EB%AA%AC%2C%20%EC%9C%84%EB%A9%94%ED%94%84%20%EC%82%AC%ED%83%9C%EB%A5%BC%20%EB%B3%B4%EB%8A%94%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9D%98%20%ED%88%AC%EB%AA%85%EC%84%B1
2024-07-22,전자신문,Security,media-security,마이크로소프트 클라우드의 실패인가?,클라우드; MS; 장애,https://www.etnews.com/20240722000182,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%A7%88%EC%9D%B4%ED%81%AC%EB%A1%9C%EC%86%8C%ED%94%84%ED%8A%B8%20%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C%EC%9D%98%20%EC%8B%A4%ED%8C%A8%EC%9D%B8%EA%B0%80%3F
2024-07-15,전자신문,Security,media-security,일본의 사이버 공격 능동 대응: 전쟁이 가능한 보통 국가로,일본; 사이버; 안보,https://www.etnews.com/20240715000091,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9D%BC%EB%B3%B8%EC%9D%98%20%EC%82%AC%EC%9D%B4%EB%B2%84%20%EA%B3%B5%EA%B2%A9%20%EB%8A%A5%EB%8F%99%20%EB%8C%80%EC%9D%91%3A%20%EC%A0%84%EC%9F%81%EC%9D%B4%20%EA%B0%80%EB%8A%A5%ED%95%9C%20%EB%B3%B4%ED%86%B5%20%EA%B5%AD%EA%B0%80%EB%A1%9C
2024-07-04,전자신문,AI,media-ai,개발자에게 학벌이 중요할까?,개발자; 학벌; 채용,https://www.etnews.com/20240704000244,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B0%9C%EB%B0%9C%EC%9E%90%EC%97%90%EA%B2%8C%20%ED%95%99%EB%B2%8C%EC%9D%B4%20%EC%A4%91%EC%9A%94%ED%95%A0%EA%B9%8C%3F
2024-06-25,전자신문,Security,media-security,가상화폐 재단을 노리는 북한의 해킹,북한; 재단; 해킹,https://www.etnews.com/20240625000097,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B0%80%EC%83%81%ED%99%94%ED%8F%90%20%EC%9E%AC%EB%8B%A8%EC%9D%84%20%EB%85%B8%EB%A6%AC%EB%8A%94%20%EB%B6%81%ED%95%9C%EC%9D%98%20%ED%95%B4%ED%82%B9
2024-06-13,전자신문,AI,media-ai,애플이 바라보는 인공지능 프라이버시 보호의 미래,애플; 프라이버시; AI,https://www.etnews.com/20240613000345,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%95%A0%ED%94%8C%EC%9D%B4%20%EB%B0%94%EB%9D%BC%EB%B3%B4%EB%8A%94%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%20%ED%94%84%EB%9D%BC%EC%9D%B4%EB%B2%84%EC%8B%9C%20%EB%B3%B4%ED%98%B8%EC%9D%98%20%EB%AF%B8%EB%9E%98
2024-06-10,전자신문,AI,media-ai,ChatGPT 교육이 필요하다,ChatGPT; 교육,https://www.etnews.com/20240610000016,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20ChatGPT%20%EA%B5%90%EC%9C%A1%EC%9D%B4%20%ED%95%84%EC%9A%94%ED%95%98%EB%8B%A4
2024-05-30,전자신문,AI,media-ai,AI가 지구 온난화를 가속화하고 있다,AI; 기후; 에너지,https://www.etnews.com/20240530000350,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20AI%EA%B0%80%20%EC%A7%80%EA%B5%AC%20%EC%98%A8%EB%82%9C%ED%99%94%EB%A5%BC%20%EA%B0%80%EC%86%8D%ED%99%94%ED%95%98%EA%B3%A0%20%EC%9E%88%EB%8B%A4
2022-10-23,전자신문,Security,media-security,블록체인 탈중앙화 금융 보안의 딜레마,DeFi; 보안,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%20%ED%83%88%EC%A4%91%EC%95%99%ED%99%94%20%EA%B8%88%EC%9C%B5%20%EB%B3%B4%EC%95%88%EC%9D%98%20%EB%94%9C%EB%A0%88%EB%A7%88
